0	0	1.5
1	0	1.5
2	0	1.5
3	0	1.5
4	0	1.5
5	0	1.5
6	0	1.5
7	0	1.5
8	0	1.5
9	0	1.5
10	0	1.5
11	0	1.5
12	0	1.5
13	0	1.5
14	0	1.5
15	0	1.5
16	0	1.5
17	0	1.5
18	0	1.5
19	0	1.5
20	0	1.5
21	0	1.5
22	0	1.5
23	0	1.5
24	0	1.5
25	0	1.5
26	0	1.5
27	0	1.5
28	0	1.5
29	0	1.5
30	0	1.5
31	0	1.5
32	0	1.5
33	0	1.5
34	0	1.5
35	0	1.5
36	0	1.5
37	0	1.5
38	0	1.5
39	0	1.5
40	0	1.5
41	0	1.5
42	0	1.5
43	0	1.5
44	0	1.5
45	0	1.5
46	0	1.5
47	0	1.5
48	0	1.5
49	0	1.5
50	0	1.5
51	0	1.5
52	0	1.5
53	0	1.5
54	0	1.5
55	0	1.5
56	0	1.5
57	0	1.5
58	0	1.5
59	0	1.5
60	0	1.5
61	0	1.5
62	0	1.5
63	0	1.5
64	0	1.5
65	0	1.5
66	0	1.5
67	0	1.5
68	0	1.5
69	0	1.5
70	0	1.5
71	0	1.5
72	0	1.5
73	0	1.5
74	0	1.5
75	0	1.5
76	0	1.5
77	0	1.5
78	0	1.5
79	0	1.5
80	0	1.5
81	0	1.5
82	0	1.5
83	0	1.5
84	0	1.5
85	0	1.5
86	0	1.5
87	0	1.5
88	0	1.5
89	0	1.5
90	0	1.5
91	0	1.5
92	0	1.5
93	0	1.5
94	0	1.5
95	0	1.5
96	0	1.5
97	0	1.5
98	0	1.5
99	0	1.5
100	0	1.5
101	0	1.5
102	0	1.5
103	0	1.5
104	0	1.5
105	0	1.5
106	0	1.5
107	0	1.5
108	0	1.5
109	0	1.5
110	0	1.5
111	0	1.5
112	0	1.5
113	0	1.5
114	0	1.5
115	0	1.5
116	0	1.5
117	0	1.5
118	0	1.5
119	0	1.5
120	0	1.5
121	0	1.5
122	0	1.5
123	0	1.5
124	0	1.5
125	0	1.5
126	0	1.5
127	0	1.5
